ID(序號),Area(行政區),路名,位置,Address(地址),Longitude(經度),Latitude(緯度),Remark(備註),,,,,,,
259,文山區,下崙路,與光輝路交叉口光明公園,臺北市文山區下崙路與光輝路交叉口光明公園,121.554701,24.986584,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.554701, 24.986584]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市文山區下崙路與光輝路交叉口光明公園@@,@@area@@: @@文山區@@
			},
			@@bbox@@: [121.554701, 24.986584, 121.554701, 24.986584]
		},",,
260,文山區,木新路,2段111巷底新榮公園01,臺北市文山區木新路2段111巷底新榮公園01,121.570671,24.98364,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.570671, 24.98364]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市文山區木新路2段111巷底新榮公園01@@,@@area@@: @@文山區@@
			},
			@@bbox@@: [121.570671, 24.98364, 121.570671, 24.98364]
		},",,
261,文山區,木新路,2段111巷底新榮公園02,臺北市文山區木新路2段111巷底新榮公園02,121.569961,24.983327,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.569961, 24.983327]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市文山區木新路2段111巷底新榮公園02@@,@@area@@: @@文山區@@
			},
			@@bbox@@: [121.569961, 24.983327, 121.569961, 24.983327]
		},",,
262,文山區,木新路,2段211巷10弄8號恆光公園,臺北市文山區木新路2段211巷10弄8號恆光公園,121.567648,24.982584,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.567648, 24.982584]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市文山區木新路2段211巷10弄8號恆光公園@@,@@area@@: @@文山區@@
			},
			@@bbox@@: [121.567648, 24.982584, 121.567648, 24.982584]
		},",,
263,文山區,興隆路,1段251巷3弄旁景峰公園,臺北市文山區興隆路1段251巷3弄旁景峰公園,121.544991,24.999951,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.544991, 24.999951]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市文山區興隆路1段251巷3弄旁景峰公園@@,@@area@@: @@文山區@@
			},
			@@bbox@@: [121.544991, 24.999951, 121.544991, 24.999951]
		},",,
264,文山區,興隆路,2段123號旁興豐公園,臺北市文山區興隆路2段123號旁興豐公園,121.547391,25.000161,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.547391, 25.000161]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市文山區興隆路2段123號旁興豐公園@@,@@area@@: @@文山區@@
			},
			@@bbox@@: [121.547391, 25.000161, 121.547391, 25.000161]
		},",,
265,南港區,忠孝東路,6段209號(箱編:1007),臺北市南港區忠孝東路6段209號(箱編:1007),121.588031,25.049166,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.588031, 25.049166]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區忠孝東路6段209號(箱編:1007)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.588031, 25.049166, 121.588031, 25.049166]
		},",,
266,南港區,三重路,與經貿二路62巷口(箱編:2037),臺北市南港區三重路與經貿二路62巷口(箱編:2037),121.614088,25.056965,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.614088, 25.056965]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區三重路與經貿二路62巷口(箱編:2037)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.614088, 25.056965, 121.614088, 25.056965]
		},",,
267,南港區,忠孝東路,6段81巷口公車站旁(箱編:1016),臺北市南港區忠孝東路6段81巷口公車站旁(箱編:1016),121.584526,25.047715,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.584526, 25.047715]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區忠孝東路6段81巷口公車站旁(箱編:1016)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.584526, 25.047715, 121.584526, 25.047715]
		},",,
268,南港區,市民大道,8段99號-北流公車站東側(箱編:2010),臺北市南港區市民大道8段99號-北流公車站東側(箱編:2010),121.599195,25.052229,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.599195, 25.052229]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區市民大道8段99號-北流公車站東側(箱編:2010)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.599195, 25.052229, 121.599195, 25.052229]
		},",,
269,南港區,市民大道,8段99號-北流公車站西側(箱編:2012),臺北市南港區市民大道8段99號-北流公車站西側(箱編:2012),121.598246,25.052127,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.598246, 25.052127]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區市民大道8段99號-北流公車站西側(箱編:2012)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.598246, 25.052127, 121.598246, 25.052127]
		},",,
270,南港區,市民大道,8段-北流無名巷(箱編:2038),臺北市南港區市民大道8段-北流無名巷(箱編:2038),121.599619,25.05326,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.599619, 25.05326]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區市民大道8段-北流無名巷(箱編:2038)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.599619, 25.05326, 121.599619, 25.05326]
		},",,
271,南港區,南港路,1段360號對面南興公園東側(箱編:2009),臺北市南港區南港路1段360號對面南興公園東側(箱編:2009),121.607292,25.05443,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.607292, 25.05443]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區南港路1段360號對面南興公園東側(箱編:2009)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.607292, 25.05443, 121.607292, 25.05443]
		},",,
272,南港區,忠孝東路,6段2號公車站旁(箱編:1010),臺北市南港區忠孝東路6段2號公車站旁(箱編:1010),121.582989,25.045213,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.582989, 25.045213]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區忠孝東路6段2號公車站旁(箱編:1010)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.582989, 25.045213, 121.582989, 25.045213]
		},",,
273,南港區,三重路,39號(箱編:2001),臺北市南港區三重路39號(箱編:2001),121.614165,25.059647,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.614165, 25.059647]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區三重路39號(箱編:2001)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.614165, 25.059647, 121.614165, 25.059647]
		},",,
274,南港區,南深路,山水綠生態公園(遊客中心),臺北市南港區南深路山水綠生態公園(遊客中心),121.625026,25.029304,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.625026, 25.029304]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區南深路山水綠生態公園(遊客中心)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.625026, 25.029304, 121.625026, 25.029304]
		},",,
275,南港區,南深路,山水綠生態公園(咖啡木屋),臺北市南港區南深路山水綠生態公園(咖啡木屋),121.622846,25.029277,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.622846, 25.029277]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區南深路山水綠生態公園(咖啡木屋)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.622846, 25.029277, 121.622846, 25.029277]
		},",,
276,南港區,南深路,山水綠生態公園(停車場),臺北市南港區南深路山水綠生態公園(停車場),121.623846,25.028587,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.623846, 25.028587]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區南深路山水綠生態公園(停車場)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.623846, 25.028587, 121.623846, 25.028587]
		},",,
277,南港區,南深路,山水綠生態公園(自然溪流-位於中後段),臺北市南港區南深路山水綠生態公園(自然溪流-位於中後段),121.62558,25.025312,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.62558, 25.025312]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區南深路山水綠生態公園(自然溪流-位於中後段)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.62558, 25.025312, 121.62558, 25.025312]
		},",,
278,南港區,南深路,山水綠生態公園(涼亭-位於遊客中心左後方之廁所附近),臺北市南港區南深路山水綠生態公園(涼亭-位於遊客中心左後方之廁所附近),121.626405,25.026765,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.626405, 25.026765]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區南深路山水綠生態公園(涼亭-位於遊客中心左後方之廁所附近)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.626405, 25.026765, 121.626405, 25.026765]
		},",,
279,南港區,南深路,山水綠生態公園(花廊),臺北市南港區南深路山水綠生態公園(花廊),121.624114,25.027761,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.624114, 25.027761]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區南深路山水綠生態公園(花廊)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.624114, 25.027761, 121.624114, 25.027761]
		},",,
280,南港區,南深路,山水綠生態公園(兒童遊樂場),臺北市南港區南深路山水綠生態公園(兒童遊樂場),121.624359,25.027255,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.624359, 25.027255]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區南深路山水綠生態公園(兒童遊樂場)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.624359, 25.027255, 121.624359, 25.027255]
		},",,
281,南港區,研究院路,2段37巷口(箱編:3005),臺北市南港區研究院路2段37巷口(箱編:3005),121.615482,25.04538,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.615482, 25.04538]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區研究院路2段37巷口(箱編:3005)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.615482, 25.04538, 121.615482, 25.04538]
		},",,
282,南港區,舊莊街,1段215巷口(箱編:3010),臺北市南港區舊莊街1段215巷口(箱編:3010),121.622829,25.038309,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.622829, 25.038309]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區舊莊街1段215巷口(箱編:3010)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.622829, 25.038309, 121.622829, 25.038309]
		},",,
283,南港區,研究院路,2段108號-公車站旁(箱編:3008),臺北市南港區研究院路2段108號-公車站旁(箱編:3008),121.616382,25.043215,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.616382, 25.043215]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區研究院路2段108號-公車站旁(箱編:3008)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.616382, 25.043215, 121.616382, 25.043215]
		},",,
284,南港區,中坡南路,55號(玉成公園狗活動區01),臺北市南港區中坡南路55號(玉成公園狗活動區01),121.584247,25.042456,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.584247, 25.042456]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區中坡南路55號(玉成公園狗活動區01)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.584247, 25.042456, 121.584247, 25.042456]
		},",,
285,南港區,中坡南路,55號(玉成公園狗活動區02),臺北市南港區中坡南路55號(玉成公園狗活動區02),121.584392,25.042349,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.584392, 25.042349]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區中坡南路55號(玉成公園狗活動區02)@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.584392, 25.042349, 121.584392, 25.042349]
		},",,
286,南港區,中坡南路,55號玉成公園01,臺北市南港區中坡南路55號玉成公園01,121.586473,25.042387,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.586473, 25.042387]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區中坡南路55號玉成公園01@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.586473, 25.042387, 121.586473, 25.042387]
		},",,
287,南港區,中坡南路,55號玉成公園02,臺北市南港區中坡南路55號玉成公園02,121.584402,25.042829,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.584402, 25.042829]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區中坡南路55號玉成公園02@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.584402, 25.042829, 121.584402, 25.042829]
		},",,
288,南港區,昆陽街,152巷33號新勝公園01,臺北市南港區昆陽街152巷33號新勝公園01,121.59299,25.048875,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.59299, 25.048875]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區昆陽街152巷33號新勝公園01@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.59299, 25.048875, 121.59299, 25.048875]
		},",,
289,南港區,昆陽街,152巷33號新勝公園02,臺北市南港區昆陽街152巷33號新勝公園02,121.593499,25.04896,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.593499, 25.04896]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區昆陽街152巷33號新勝公園02@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.593499, 25.04896, 121.593499, 25.04896]
		},",,
290,南港區,忠孝東路,6段70巷10號對面萬福公園,臺北市南港區忠孝東路6段70巷10號對面萬福公園,121.584563,25.046267,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.584563, 25.046267]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區忠孝東路6段70巷10號對面萬福公園@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.584563, 25.046267, 121.584563, 25.046267]
		},",,
291,南港區,研究院路,2段12巷58弄中研公園,臺北市南港區研究院路2段12巷58弄中研公園,121.612461,25.047378,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.612461, 25.047378]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區研究院路2段12巷58弄中研公園@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.612461, 25.047378, 121.612461, 25.047378]
		},",,
292,南港區,玉成街,46號合樂公園,臺北市南港區玉成街46號合樂公園,121.581832,25.048475,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.581832, 25.048475]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區玉成街46號合樂公園@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.581832, 25.048475, 121.581832, 25.048475]
		},",,
293,南港區,東新街,與市民大道交叉口玉東公園01,臺北市南港區東新街與市民大道交叉口玉東公園01,121.583862,25.050103,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.583862, 25.050103]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區東新街與市民大道交叉口玉東公園01@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.583862, 25.050103, 121.583862, 25.050103]
		},",,
294,南港區,東新街,與市民大道交叉口玉東公園02,臺北市南港區東新街與市民大道交叉口玉東公園02,121.584248,25.050378,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.584248, 25.050378]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區東新街與市民大道交叉口玉東公園02@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.584248, 25.050378, 121.584248, 25.050378]
		},",,
295,南港區,東新街,與市民大道交叉口玉東公園03,臺北市南港區東新街與市民大道交叉口玉東公園03,121.58409,25.050026,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.58409, 25.050026]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區東新街與市民大道交叉口玉東公園03@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.58409, 25.050026, 121.58409, 25.050026]
		},",,
296,南港區,東新街,與市民大道交叉口玉東公園04,臺北市南港區東新街與市民大道交叉口玉東公園04,121.584554,25.050111,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.584554, 25.050111]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區東新街與市民大道交叉口玉東公園04@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.584554, 25.050111, 121.584554, 25.050111]
		},",,
297,南港區,永吉路,536巷與中坡北路交叉口合成公園,臺北市南港區永吉路536巷與中坡北路交叉口合成公園,121.581091,25.045106,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.581091, 25.045106]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區永吉路536巷與中坡北路交叉口合成公園@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.581091, 25.045106, 121.581091, 25.045106]
		},",,
298,南港區,重陽路,187巷旁東陽公園01,臺北市南港區重陽路187巷旁東陽公園01,121.597948,25.057823,"隨手清狗便，違者最高罰鍰新臺幣6,000元",,,,,"{
			@@type@@: @@Feature@@,
			@@id@@: @@Dog_Waste_Cleanup_Bag_Box.fid-3d097ead_1887944e30e_3fc5@@,
			@@geometry@@: {
				@@type@@: @@Point@@,
				@@coordinates@@: [121.597948, 25.057823]
			},
			@@geometry_name@@: @@geom@@,
			@@properties@@: {
				@@address@@: @@臺北市南港區重陽路187巷旁東陽公園01@@,@@area@@: @@南港區@@
			},
			@@bbox@@: [121.597948, 25.057823, 121.597948, 25.057823]
		},",,
