id,area,name,type,type2,summary,address,tel,payex,serviceTime,tw97x,tw97y,totalcar,totalmotor,totalbike,totalbus,Pregnancy_First,Handicap_First,Taxi_OneHR_Free,AED_Equipment,CellSignal_Enhancement,Accessibility_Elevator,Phone_Charge,Child_Pickup_Area,FareInfo/WorkingDay/0/Period,FareInfo/WorkingDay/0/Fare,FareInfo/WorkingDay/1/Period,FareInfo/WorkingDay/1/Fare,FareInfo/WorkingDay/2/Period,FareInfo/WorkingDay/2/Fare,FareInfo/Holiday/0/Period,FareInfo/Holiday/0/Fare,FareInfo/Holiday/1/Period,FareInfo/Holiday/1/Fare,FareInfo/Holiday/2/Period,FareInfo/Holiday/2/Fare,EntranceCoord/EntrancecoordInfo/0/Xcod,EntranceCoord/EntrancecoordInfo/0/Ycod,EntranceCoord/EntrancecoordInfo/0/Address,EntranceCoord/EntrancecoordInfo/1/Xcod,EntranceCoord/EntrancecoordInfo/1/Ycod,EntranceCoord/EntrancecoordInfo/1/Address,EntranceCoord/EntrancecoordInfo/2/Xcod,EntranceCoord/EntrancecoordInfo/2/Ycod,EntranceCoord/EntrancecoordInfo/2/Address,totallargemotor,ChargingStation,FareInfo/Holiday/3/Period,FareInfo/Holiday/3/Fare,EntranceCoord/EntrancecoordInfo/3/Xcod,EntranceCoord/EntrancecoordInfo/3/Ycod,EntranceCoord/EntrancecoordInfo/3/Address
4054,中正區,羅斯福三停車場,2,,一般平面式小型車6格(含身心障礙停車位1格)。,,2778-5756,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,303431.3098,2767923.35,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,大安區,永康二站停車場,2,,一般平面式小型車15格(含身心障礙停車位1格)。,,2246-1708,"計時：150元/時，全程以半小時計費。月租：10,000元/月。",26小時,303510.8518,2769489.33,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,信義區,景勤二號公園地下停車場,1,1,建物附設立體式小型車219格(含身心障礙停車位5格，孕婦、育有6歲以下兒童停車位5格)。建物附設立體式機車102格(含身心障礙停車位3格)。,臺北市信義區信安街49號,2944-1489,小型車計時30元，全日月票5000元 機車計時10元(當日當次最高收費上限20元，隔日另計)；月票300元 ,00:00:00~23:59:59,306293.02,2768829.23,214,0,0,0,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,中正區,黎明停車場,2,,建物附設立體式小型車44格(含身心障礙停車位1格)。,,03-2726986,"計時：平日50元/時，假日60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日7,000元/月，日間4,500元/月[08-18]，夜間4,500元/月[18-08]。",07:30-22:00,303530.1811,2769639.428,44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4061,內湖區,禾典金豐站,2,,一般平面式大型車28格。一般平面式小型車58格(含身心障礙停車位1格)。一般平面式機車94格(含身心障礙停車位1格)。,,2708-6610,"計時：小型車40元/時；機車20元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：大型車全日10,000元/月，小型車全日10,000元/月，日間8,000元/月[08-18]，夜間6,500元/月[18-08]，機車全日800/月。計次：大型車250元/次(隔日另計)。",24小時,309388.3133,2773048.339,58,94,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062,內湖區,禾典金莊站,2,,一般平面式小型車95格(含身心障礙停車位2格)。,,2708-6610,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日10,000元/月，日間8,000元/月[08-18]，夜間6,500元/月[18-08]。",24小時,309329.6213,2772987.429,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,中山區,長春路龍江路臨時平面停車場,1,1,一般平面式小型車38格(含身心障礙停車位1格)。,台北市,0800-000-267,計時40元，全日月票4800元,00:00:00~23:59:59,304498.81,2771939.84,37,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,, , ,,,,,
4070,中山區,經國七海文化園區地下平面停車場,2,,建物附設立體式小型車60格[含身心障礙停車位2格]。,,2532-6077,計時：平日30元/時，假日50元/時，入場15分鐘內免費，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,週一09-17;週二至日09-21,304139.8109,2774537.711,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,大安區,文昌街停車場,2,,一般平面式小型車3格[含身心障礙停車位1格]。,,2778-5756,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,306203.3954,2769443.098,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,信義區,正氣橋下平面停車場,1,1,一般平面式小型車63格,台北市,2786-7755,計時30元，全日月票4800元,00:00:00~23:59:59,307468.05,2771231.36,61,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,, , ,,,,,
4083,大安區,小君悅站,2,,塔台式小型車20格(含身心障礙停車位1格),,7720-0935,"80元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",24小時,305992.5147,2769650.82,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089,內湖區,麗山停車場,2,,小型車39格(含身心障礙停車位1格),,0937-458-725,"計時:20元/時(當日最高120元)。月租:3,000/月。季租8,700元。半年租:16,800元",24小時,307693.0431,2775283.732,39,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41-14,松山區,台塑大樓停車場,2,,大型車:0格，小型車:310格，機車:0格,敦化北路201號,2712-2211#5254,"計時：第1小時30元，第2小時以上，每小時80元(逾1小時以上以半小時費率計費)。月租：7,000元/月。",24小時,305488.1893,2772160.45,316,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4113,大安區,信義大安平面停車場,2,,一般平面式小型車4格[含身心障礙停車位1格]。,,2732-1156,計時：50元/時，全程以半小時計費。,24小時,305083.7486,2769604.907,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,文山區,保儀路平面停車場,1,1,為平面停車場，計有48個小型車停車位。,保儀路157號對面,2518-5299#85913,"計時：20元/時，全程以半小時計費。月租：全日4,800元/月。",00:00:00~23:59:59,307138.739,2764166.12,45,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,
413,信義區,富台公園(一)平面停車場,1,1,一般平面式小型車61格(含身心障礙停車位2格)。,台北市松仁路220號附近,8243-1866,"計時：30元/時，全程以半小時計，月租：4,800元/月。",00:00:00~23:59:59,307708.97,2770560.72,61,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133,大同區,延平北路二段247巷機車平面停車場,2,,大型車0格；小型車0格；機車250格,,,計次：20元/次，每日零時為計費基準點，凡跨越每日臨時停車者，累計收費,星期一至星期六(上午9時至下午5時),301731.3185,2772761.17,0,250,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,信義區,松信停車場,1,2,一般平面式小型車49格(含身心障礙停車位2格)。,台北市松仁路220號附近,2258-1026,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：7,000元/月。",00:00:00~23:59:59,307707.29,2770599.21,49,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,,USPACE車位共享平台停車場(信義區-信義路四段395號),2,,,,7751-8097,計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,,306369.9571,2769578.646,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,南港區,南港成功路,2,,一般平面式小型車49格[含身心障礙停車位1格]。,,2311-1038,"計時：80元/時，全程以半小時計費。月租：8,000元/月。",24小時,309700.1073,2772233.448,49,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,北投區,知行路平面停車場,1,1,一般平面式小型車50格(含身心障礙停車位1格)。,臺北市北投區知行路260巷3號旁,2504-6290,計時20元，全日月票最高4800元 ,00:00:00~23:59:59,297176.939,2779263.17,51,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,中山區,新生公園停車場,1,1,一般平面式小型車114格(含身心障礙停車位3格)。一般平面式機車74格(含身心障礙停車位2格)。,臺北市中山區民族東路與吉林路口(新生公園溫水游泳池),2504-6290,"計時：30元/時，全程以半小時計費。月租：全日4,500元/月。",00:00:00~23:59:59,303563.871,2773457.97,115,75,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417-12,大安區,太平洋崇光百貨股份有限公司敦化店停車場,2,,大型車:0格，小型車:15格，機車:0格,敦化南路1段246號地下4層,2776-5555#3898,計時：120元/時，全程以半小時計費。,24小時,305333.9655,2770337.396,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,文山區,萬芳醫院附設停車場,1,1,"建物附設立體式小型車255格(含身心障礙停車位7格)
建物附設立體式機車170格(含身心障礙停車位4格)",臺北市文山區興隆路3段111號地下2、3樓,2930-7930#8282,40元/時，前30分鐘免費，全程以半小時計費。機車計次20元/時(離場再停或跨日則另計次收費)。,00:00:00~23:59:59,306323.177,2765876.9,260,0,0,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418-8,北投區,臺北市北投區行政中心地下室停車場,2,,大型車:0格，小型車:16格，機車:0格,新市街30號地下1層,2891-2105,"計時：80元/時(全程以半小時計費)，洽公臨時停車前30分鐘免費，逾30分鐘至1小時，優惠收費30元。月租：日間1,800元/月(7:30-19:30)，夜間1,200元/月(20-翌日7時)。",24小時，充電站平日08-20開放,300695.7756,2780549.515,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,大同區,迪化污水處理廠平面停車場,1,1,一般平面式小型車91格(含身心障礙停車位3格)。,臺北市大同區酒泉街235號,2754-6661#18,"計時：20元/時，全程以半小時計。月租：4,800元/月。",00:00:00~23:59:59,301480.01,2773887.96,94,0,0,0,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,
419-7,士林區,歐特儀股份有限公司擎天崗停車場,2,,建物附設平面式大型車2格；建物附設平面式小型車83格(含身心障礙停車位4格，孕婦、育有6歲以下兒童停車位2格)。；建物附設平面式機車87格(含身心障礙停車位1格),,2705-7716,計時：大型車60元/時，小型車30元/時，全程以半小時計費。計次：機車20元/次(隔日另計)。,24小時,307853.5014,2784365.113,83,87,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-15,中正區,仰德大樓停車場,2,,建物附設立體式小型車115格(含身心障礙停車位2格)。建物附設立體式機車20格(含身心障礙停車位1格)。,,2341-7285,"一、計時：小型車70元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、月租：小型車10,000元/月。三、計次：機車60元/次。",臨停:7時至23時；月租:24小時,302100.9433,2769531.287,115,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,松山區,臺北網球場平面停車場,1,2,建物附設立體式小型車16格(含身心障礙停車位1格)。建物附設立體式機車44格(含身心障礙停車位1格)。,臺北市松山區南京東路4段6號,2655-0818,計時：汽車40元/時(08-20)，當日最高上限230元，30元/時(20-08)，全程以半小時計費。計次：大型重機比照小型車，機車10元/次(隔日另計)。,00:00:00~23:59:59,305751.119,2771412.1,16,44,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,北投區,關渡水岸自然公園平面停車場,1,2,堤外平面式大型車18格，堤外平面式小型車312格(含身心障礙停車位7格)，堤外平面式機車142格(含身心障礙停車位4格)。,知行路360號(關渡宮對面空地),2563-2408,"一、計時：小型車平日20元/時，例假日30元/時，大型車平日40元/時，例假日60元/時，30分鐘內離場免費。二、月租：小型車全日：4,800元/月，大型車全日：9,600元/月。",00:00:00~23:59:00,296635.115,2779002.99,319,146,0,18,1,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,北投區,臺北市北投區行政中心地下室停車場,1,2,立體式小型車15格(含身心障礙停車位2格)。,新市街30號地下一樓,2891-2105,"計時：80元/時(全程以半小時計費)，洽公臨時停車前30分鐘免費，逾30分鐘至1小時，優惠收費30元。月租：日間1,800元/月(7:30-19:30)，夜間1,200元/月(20-翌日7時)。",00:00:00~23:59:59,300695.775,2780549.51,18,0,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,萬華區,西門國小停車場,1,2,平面式小型車31格(含身心障礙停車位1格)。平面式機車16格(含身心障礙停車位1格)。,成都路98號東北側空地；漢中段1小段691地號,0982-560-568,計時:60元，全程以半小時計費，跨夜停車，非營業時間取車需酌收500元。,00:00:00~23:59:59,300841.127,2770637.87,32,16,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,中山區,華陰街臨時平面停車場,1,2,平面式小型車25格(含身心障礙停車位1格)。,華陰街18號對面,2754-6661#18,"計時：40元/時，全程以半小時計。月租：9,600元/月。",00:00:00~23:59:59,302504.816,2771331.51,26,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,大同區,民族西路303巷臨時平面停車場,2,,大型車0格；小型車15格；機車0格,,,計時:20元/時，全程以半小時計費。本場未出售月票,收費日:1-6；收費時間:9-17,301496.1831,2773625.819,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,大同區,臺北市大同運動中心地下停車場,1,2,建物附設立體式小型車46格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位1格)。,大龍街51號B3,2592-0055,30元/小時，全程以半小時計費。,00:00:00~23:59:59,302079.474,2773052.65,48,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,文山區,博嘉運動公園停車場,1,2,計有36格小型車格,木柵路4段159巷16號B2,2239-5495,20元/時，全程以半小時計費，1500元/月。,00:00:00~23:59:59,308098.673,2766013.13,36,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426-5,南港區,南港區行政中心地下停車場,2,,建物附設立體式小型車8格[含身心障礙停車位1格，孕婦、育有6歲以下兒童停車位1格]。,南港路1段360號B1,2783-1343,"計時：洽公車輛前30分鐘免費，逾30分鐘至60分鐘30元/時，逾1小時部分，每30分鐘收費40元[08-20時]，非洽公車輛100元/時，未滿1小時以1小時計[08-20時]。月租：員工3,000元/月[08-20時]，夜間3,000元/月[20-07時]，南港里里民2,100元/月[20-07時]。",24小時,311216.8623,2771963.573,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,信義區,台泥松山臨時平面停車場,2,,一般平面式小型車92格(含身心障礙停車位2格),,02-2753-0071,"計時:小型車40元/時，全程以半小時計。月租:5,000元/月。",24小時,307216.7459,2771256.275,92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,北投區,關渡國小運動中心停車場,1,2,建物附設一般平面式小型車16格(含身心障礙停車位1格)；建物附設一般平面式機車24格(含身心障礙停車位1格),台北市北投區中央北路4段581號,2897-5205,"汽、機車：20元/時，全程以半小時計費，月租：全天3,000元",00:00:00~23:59:59,297064.651,2779821,17,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,士林區,臺北市立大學天母校區體育館戶外平面停車場,1,2,建物附設一般平面式小型車82格(含身心障礙停車位2格),臺北市士林區忠誠路2段207巷6號,2,計時：汽車假日40元/時,00:00:00~23:59:59,304012.35,2778766.97,82,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,中山區,嘟嘟房松江南京站停車場,2,,建物附設立體式小型車38格(含身心障礙停車位1格、孕婦親子停車位1格),,02-2655-0818,"計時：80元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：8,000元/月。",24小時,303805.561,2771577.611,38,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,文山區,木農停車場,2,,一般平面式小型車47格(含身心障礙停車位1格)。,,02-29395969,"計時：30元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：3,000元/月。",6時-22時,307442.6838,2764621.204,47,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,信義區,松德臨時平面停車場,1,2,一般平面式小型車101格(含身心障礙停車位6格)。,松德路底(中強公園旁),8981-5480,小型車計時30元，全日月票7200元，日間月票2000元(7-19)，夜間里民優惠月票1500元(18-8)，另逢周六至周日、政府行政機關放假紀念日與民俗節時全日皆可停放) 機車免費 ,00:00:00~23:59:59,307875.045,2769389.23,101,19,0,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429-7,中正區,Times南門市場,2,,大型車0格；小型車198格；機車252格,羅斯福路1段8號,02-2504-6098,"計時:小型車140元/時、機車10元/時(當日當次最高20元，隔日另計)，全程以半小時計費。月租:小型車全日10,000元/月、機車全日300元/月",24小時,302291.286,2769464.924,199,252,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-43,松山區,USPACE 長春復興停車場,2,,大型車0格；小型車22格；機車0格,,02-7751-8097,"計時:150元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:10,000元/月。",7月23日,304994.9706,2771946.546,22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,文山區,景新大樓地下停車場,1,2,計有46格小型停車格,景後街151號B2、B3,2940-7436,"臨停：60元/時，全程半小時計費。月租：7,200元/月。",00:00:00~23:59:59,304717.823,2764780.46,46,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430-8,中山區,松江站停車場,2,,一般平面式小型車6格(含身心障礙停車位1格)。,吉林段一小段185地號；錦州街175巷11號空地,2708-6610,"計時:200元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日20,000元/月。",24小時,303561.0302,2772691.231,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,中正區,水岸停車場,1,2,一般平面式小型車119格(含身心障礙停車位2格，孕婦、育有六歲以下兒童停車位2格)。,臺北市中正區福和段二小段685、685-12地號；思源街1號空地,8369-5098,"計時：60元/時，全程以半小時計費。月租：6,000元/月。",00:00:00~23:59:59,303349.31,2767172.2,103,0,0,0,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,內湖區,內湖垃圾焚化廠停車場,1,2,立體式小型車87格(含身心障礙停車位2格)。,安康路290號地下1樓,2796-1833,"計時:20元/時，全程以半小時計。月租:1,500/月，限臺北市內湖區及南港區居民申請租用。",05:00:00~21:59:59,310989.044,2772865.89,89,0,0,0,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
432-15,大安區,和停有限公司-青田停車場,2,,一般平面式小型車12格(含身心障礙停車位1格)。,金華段二小段138地號(部分面積253.76平方公尺)；青田街6巷3號旁空地,0933-204-317,"計時：120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",24小時,303672.5051,2769006.152,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,中正區,公館停車場,1,2,平面式小型車133格(含身心障礙停車位3格),台北市中正區汀州路3段230巷內空地；福和段二小段685-35、685-55地,02-83695098,計時：60元/時，全程以半小時計費。,00:00:00~23:59:59,304011.064,2767093.85,136,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,內湖區,環山平面停車場,1,2,一般平面式小型車31格(含身心障礙停車位1格)。,環山路2段與內湖路1段411巷口,2754-6661#18,"計時：20元/時，全程以半小時計費。月租：全日4,800元/月。",00:00:00~23:55:00,307705.154,2775394.9,32,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,內湖區,臺北市內湖運動中心停車場,1,2,建物附設立體式小型車99格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位1格)。建物附設立體式機車172格(含身心障礙停車位6格)。,臺北市洲子街12號B2、B3,2656-2869#221,"計時：小型車20元/時，全程以半小時計費。月租：小型車4,500元/月，機車600元/月。計次：機車20元/次(隔日另計)。",00:00:00~23:59:59,308009.54,2774568.96,99,168,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
436,士林區,臺北市士林區行政中心地下停車場,1,2,建物附設立體式小型車34格(含身心障礙停車位3格，孕婦、育有6歲以下兒童停車位1格)。,中正路439號B1,2882-6200#8201,"80元/時，前30分鐘免費，逾30分鐘至1小時部分，優惠收費30元，全程以半小時收費。月租：夜間1,800元/月，日間2,000元。",08:00:00~20:00:00,302426.206,2776161.34,37,0,0,0,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
4369,松山區,臺北大巨蛋園區停車場,2,,0,,,,,306559.4713,2770668.516,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,北投區,洲美運動公園地下停車場,1,2,洲美運動公園地下停車場 05:00~22:00(週一及國定假日休館不開放)建物附設立體式小型車88格(含身心障礙停車位8格),洲美街271號B1,2836-0500#103,20元/時。全程以半小時計。,05:00:00~22:00:00,300364.055,2778024.71,89,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437-5,中山區,台灣聯通新興停車場,2,,大型車:0格，小型車:35格，機車:0格,林森北路522號,2523-5000,100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費，身心障礙者比照收費。全日10000元/月，日間(8-20)9000元/月，夜間(20-8)8000元/月,24小時,303010.0919,2772791.226,36,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,大安區,大安區行政中心地下停車場,1,2,立體式小型車115格(含身心障礙停車位2格)。,新生南路2段86號B1~B2,2351-1711#9222,"計時：洽公民眾1小時內，前30分鐘免費，後30分鐘收費30元，爾後30分鐘收費40元。非洽公民眾30分鐘內收費30元，爾後30分鐘收費40元。月租：員工1,800元，民眾夜間停車1,500元。",07:30:00~18:00:00,303939.086,2768837.33,115,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438-9,北投區,臺北市立關渡醫院停車場,2,,大型車:0格，小型車:51格，機車:0格,知行路225巷12號地下2層,2858-7000#2103,"一、計時：30元/時，全程以半小時計費；入場前30分鐘免費。二、月租：4,500元/月。",24小時,297033.1564,2779170.198,53,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,北投區,關渡自然公園停車場,1,2,建物附設立體式小型車57格(含身心障礙停車位1格)。建物附設立體式機車52格(含身心障礙停車位1格)。,關渡路55號,2858-7417,"計時：小型車40元/時，全程以半小時計費。計次：機車20元/次(隔日另計)。月租：3,000元/月。",08:00:00~18:00:00,297337.701,2779062.78,58,53,0,0,2,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439-7,大安區,台灣捷通安和停車場,2,,建物附設塔台式小型停50格(含身心障礙停車格1格)。,安和路2段86號,2523-5000,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全天10,000元/月、日間8,000元/月(07:00-19:00)，夜間6,000元/月(19:00-07:00)。",24小時,305571.2807,2769121.914,51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,南港區,南港區行政中心地下停車場,1,2,建物附設立體式小型車8格(含身心障礙停車位1格)。,南港路1段360號B1,2783-1343,"計時：洽公車輛前30分鐘免費，逾30分鐘至60分鐘30元/時，逾1小時部分，每30分鐘收費40元[08-20時]，非洽公車輛100元/時，未滿1小時以1小時計[08-20時]。月租：員工3,000元/月[08-20時]，夜間3,000元/月[20-07時]，南港里里民2,100元/月[20-07時]。",00:00:00~23:59:59,311216.862,2771963.57,9,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,北投區,北投運動中心停車場,1,2,建物附設立體式小型車95格(含身心障礙停車位2格)。,石牌路1段39巷100號,2820-2880,臨停：07:00~22:0030元/時；22:00~07:0015元/時。全程以半小時計費。月租：5700元,00:00:00~23:59:59,301407.925,2778803.93,97,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,25.11615,121.50959,,,,,,,,,1,,,,,
443,大安區,168停車聯盟-南門市場,1,2,立體式小型車106格(含身心障礙停車位2格)，立體式機車99格(含身心障礙停車位2格)。,台北市大安區杭州南路2段55號,02-7724-1860,"臨停：60元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計費。月租：7,000元/月。機車：20元/次。",00:00:00~23:59:59,302833.462,2769505.88,106,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,大同區,玉泉公園停車場,1,2,為平面停車場，計有24個小型車停車格。,西寧北路28號,2550-0996,"計時：30元/時，全程以半小時計費。月租：7,200元/月。",00:00:00~23:59:59,301145.067,2771438.69,23,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444-11,內湖區,芳美妍康寧停車場,2,,大型車0格；小型車146格；機車0格,,0968-572828,計時:周一至周五(08-21)60元/時，週六及例假日(08-21)60元/時，夜間(21-08)一律30元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:3000元/月,24小時,311411.4508,2774330.975,146,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,大同區,Times大龍新城地下停車場,1,2,建物附設立體式小型車162格(含身心障礙停車位12格)。建物附設立體式機車201格(含身心障礙停車位9格)。,臺北市大同區重慶北路三段347號B1-B4,2265-1151,"計時：小型車100元/時，機車10元/時，機車當日當計最高上限20元(隔日另計)，全程以半小時計費。月租：小型車8,000元，機車300元。",00:00:00~23:59:59,301878.811,2774182.03,203,201,0,0,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,北投區,臺北市立中正高級中學(停車場管理),1,2,"夜間停車:每日下午6時至翌日上午9時,週六日及國定假日全日停車:計次收費當日22：00時前離開
無法開放停車時本校得於3日前公告，依實際未停車日數核退費用",文林北路77號,2823-4811 512,1.夜間停車：6000元/季。2.全日停車：9000元/季。3.臨停：30元/次。4.本校在職及退休教職員工享有優先承租及場地管理維護費7折優惠。5.擔任本校志工80小時以上享有次優先承租及場地管理維護費8折優惠。6.年票方式收費，享有全年場地管理維護費9折優惠，且得與上述各項款優惠合併使用。但若中途退租，則扣除使用天數之原價後無息退還餘額。,06:00:00~22:00:00,302102.709,2777442.19,64,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
