testID,ID(停車場的編號),Area(行政區),Name(停車場名稱),Address(停車場地址),Latitude(緯度),Longitude(經度),Summary(停車場概況),Tel(停車場電話),Payex(停車場收費資訊),"Totalcar(停車場""汽車""總車位數)","Totalmotor(停車場""機車""總格位數)","Totalbike(停車場""腳踏車""總車架數)","Totalbus(停車場""大客車""總車位數)",Pregnancy_First(孕婦優先車格位數),Handicap_First(身障車格位數),Totallargemotor(重機停車位數),ChargingStation(充電站數)
633,309-14,信義區,威秀A16停車場,臺北市信義區松壽路18號地下1層,25.0354882,121.5667949,大型車:0格，小型車:75格，機車:73格,2246-1708,"計時：小型車150元/時；機車80元/次，全程以半小時計費。月租：小型車全日10,000元/月、半日6,000元/月；機車1,200元/月。",77,75,0,0,0,0,0,0
634,31-14,中山區,新光三越百貨股份公司台北南西分公司停車場,臺北市中山區南京西路12號 B3、B4,25.0518735,121.5211279,建物附設立體式小型車155格(含身心障礙停車位3格，孕婦、育有6歲以下兒童停車位3格),2568-2868#3058,計時：100元/時，全程以半小時計費。,158,0,0,0,0,0,0,0
635,310,北投區,中央北路四段平面停車場,臺北市北投區中央北路四段542號旁,25.1279505,121.4674773,為平面停車場，計有26個小型停車位,2568-3383,"(97.11.1委外)計時每半小時10元。全日月票4,800元，全日里民優惠月票3,840元，所在里(一德里)全日里民優惠月票3,360元，身心障礙者憑證購買月票半價",25,0,0,0,0,0,0,0
636,310-15,信義區,威秀A17停車場,臺北市信義區松壽路20號地下1-2層,25.0352187,121.5672369,大型車:0格，小型車:105格，機車:157格,2246-1708,"計時：小型車150元/時；機車80元/次，全程以半小時計費。月租：小型車全日10,000元/月、半日6,000元/月；機車1,200元/月。",107,160,0,0,0,0,0,0
637,311,士林區,天母公園平面停車場,臺北市士林區中山北路7段191巷21號對面(天母公園旁),25.1255229,121.531118,一般平面式小型車14格(含身心障礙停車位1格)。,2568-3773#562,"一、計時：30元/時，全程以半小時計費。二、月租：全日7,200元/月。",15,0,0,0,0,1,0,0
638,312,北投區,行義路平面停車場,臺北市北投區行義路與石牌路2段交叉口(行義路1號對面),25.1240738,121.5258077,一般平面式小型車17格(含身心障礙停車位1格)。,2305-6557,"一、計時：30元/時，全程以半小時計費。二、月租：全日7,200元/月。",18,0,0,0,0,1,0,0
639,313,士林區,社中街平面停車場,臺北市士林區士林區社中街94號旁,25.0893546,121.5106077,一般平面式小型車30格(含身心障礙停車位2格),2245-8958#2355,計時20元，全日月票4800元，全日里民優惠月票2880元,30,0,0,0,0,2,0,0
640,314,士林區,社正路平面停車場,臺北市士林區士林區社正路12號旁,25.0884885,121.5092921,一般平面式小型車31格(含身心障礙停車位2格),2248-8958#2355,計時30元，全日月票最高7200元,31,0,0,0,0,2,0,0
641,316-19,士林區,捷運士林停車場,臺北市士林區台北士林區福德路1號,25.092851,121.5263594,建物附設一般平面式小型車77格(含身心障礙停車位3格)。建物附設一般平面式機車170格(含身心障礙停車位4格)。,2246-1708,"計時：小型車50元/時(06-24)、20元/時(00-06)，全程以半小時計費。月租：小型車全日5,000元/月，機車全日300元/月。計次：機車20/次(隔日隔次另計，以凌晨2時為基準)。",80,170,0,0,0,0,0,0
642,317,萬華區,臺北市萬華區行政中心地下停車場,臺北市萬華區和平西路3段120號B2-B5,25.0349881,121.4998885,為地下停車場，計有215格小型車格，66格機車格。,2306-4468#318,臨時停車：日間30元/時(8-22)，夜間10元/時(22-8)，全程以半小時計。洽公便民停車：上班時間8-20時，經驗證後，前30分鐘免費。優惠月票：全日9600元/雙月，日間4800元/雙月(7-19)，夜間4800元/雙月(19-7)。，富福里6720元/雙月。身心障礙優惠：全日4800元/雙月，日間2400元/雙月(07-19)，夜間2400元/雙月(19-07)，里民3840元/雙月。,210,0,0,0,4,5,0,1
643,318,萬華區,華江橋下雙層停車場,臺北市萬華區和平西路3段382巷對面(華江橋下),25.0340925,121.493175,為橋下雙層停車場，計有115個小型停車格，228個機車格,8919-3669,"計時：小型車50元/時，全程以半小時計費。計次：機車20元/次，隔日另計。月租：小型車全日4,800元/月，機車全日300元/月。",157,233,0,0,3,4,0,0
644,324,信義區,松德停車場,臺北市信義區松勇路53巷68號對面空地；信義段三小段37-1、37-2地號。,25.0344259,121.57364,一般平面式小型車54格(含身心障礙停車位2格)。,2246-1708#15,小型車計時30元，全日月票7200元，日間月票2000元(7-19)，夜間里民優惠月票1500元(18-8)，另逢周六至周日、政府行政機關放假紀念日與民俗節時全日皆可停放) 機車免費,97,17,0,0,0,2,0,0
645,326,文山區,興隆市場旁停車場,臺北市文山區興隆路二段97號旁,24.9999353,121.5472741,為廣場平面停車場，計有43個小型車停車格。,2518-5299#85913,"計時：20元/時，全程以半小時計費。月租：4,800元/月。",36,0,0,0,0,1,0,0
646,327,文山區,溪洲街平面停車場,臺北市文山區汀州路4段、溪洲街口,25.0044069,121.5352222,為平面停車場，計有19個小型車停車格。,2518-5299#85913,"計時：20元/時，全程以半小時計費。月租：4,800元/月。",18,0,0,0,0,1,0,0
647,328,信義區,吳興街284巷臨時平面停車場,臺北市信義區吳興街284巷與吳興街260巷21弄交叉口旁,25.0252458,121.56383,為平面停車場，計有50格小型車，39格機車,2455-1299,小型車計時30元，全日月票7200元，全日里民月票3840元 機車免費,50,0,0,0,0,1,0,0
648,331,中正區,耕莘文教院前平面停車場,臺北市中正區辛亥路1段22號前,25.0005937,121.5546312,為平面停車場，計有57個小型停車格,2504-6290#85069,計時30元，全日月票最高7200元,57,0,0,0,0,2,0,0
649,333,中正區,同安街平面停車場,臺北市中正區同安街101巷與水源路交叉旁,25.02074,121.520931,為平面停車場，計有21個小型車格,2504-6290#85069,"汽車計時:20元/時(全程以半小時計費)。月租:全天4,800元/月;里民優惠3,840元/月(中正區網溪、林興里);所在里里民優惠3,360元/月(中正區河堤里)",21,0,0,0,0,1,0,0
650,334,文山區,臺北市文山運動中心停車場,臺北市文山區臺北市文山區興隆路三段222號B1~B2,24.9970954,121.5592325,建物附設立體式小型車79格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位1格)。,2230-8268,30元/時，全程以半小時計費，4200元/月,81,0,0,0,1,2,0,0
651,338,北投區,好市多北投分公司,臺北市北投區台北市北投區立德路117號,25.1273917,121.4697199,立體式小型車690格(含身心障礙停車位14格)。立體式機車235格(含身心障礙停車位5格)。,0986-268-598,計時：100元/時，未滿30分鐘免費，停車未滿1小時以1小時計，停車逾1小時以上未滿半小時以半小時計。消費滿500元(含)折抵3小時，每日最多3小時計,704,0,0,0,0,14,0,0
652,339,中山區,濱江市場地下停車場,臺北市中山區民族東路336號地下,25.06741,121.5371787,計有350格小型車停車格。,2516-2519#1125,"30元/時，前30分鐘免費，逾1小時以上未滿半小時以半小時計，月租：全日月票4,800元/月、夜間月票2,000元/月(18-08)、里民優惠(行孝里七折)3,360/月，里民優惠(行仁里、行政里、大佳里、下埤里八折)3,840元/月，身障月票為上述月票價半價/月",349,0,0,0,0,8,0,0
653,339-10,大安區,台北市農會A區停車場,"臺北市大安區懷生段二小段287、287-3地號 復興南路1段340巷口空地(使用面積1,598平方公尺)",25.0403808,121.5411475,大型車:0格，小型車:40格，機車:0格,2707-0612,"40元/時，停車未滿1小時以1小時計，逾1小時以上者,未滿半小時以半小時計。月租：全日6,000元/月；日間(7：30-19：30)5,000元/月；夜間(17：30-翌日07：30)含週六日全日2,500元/月",41,0,0,0,0,0,0,0
654,340,南港區,南港立體停車場,臺北市南港區忠孝東路七段359、369號5~12樓,25.0524855,121.6065925,立體式小型車406格(含身心障礙停車位12格),2788-8750#8817,"計時：40元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租：4,000元/月。",418,0,0,0,0,12,0,0
655,341,內湖區,台北企業總部湖區地下停車場,臺北市內湖區台北市內湖區南京東路六段370號地下1、2樓,25.0594936,121.5878794,立體式小型車348格(含身心障礙停車位7格)。,2794-1471,"計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：6,000元/月。",348,0,0,0,2,0,0,0
656,342,中正區,國立臺灣大學水源校區臨時停車場,臺北市中正區思源街18號,25.0130876,121.5286239,一般平面式小型車143格(含身心障礙停車位3格)。,3366-3366#16,30元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,146,0,0,0,0,3,0,0
657,343,內湖區,好市多內湖分公司,臺北市內湖區臺北市舊宗路1段268號B1-B3,25.0620828,121.578136,一般平面式小型車690格。,8791-0110,依現場公告。,690,0,0,0,0,1,0,0
658,352-11,中正區,耕莘文教院前平面停車場,臺北市中正區辛亥路1段22號前(耕莘文教院前),25.0005937,121.5546312,大型車:格，小型車:57格，機車:格,2504-6290#85082,計時30元，全日月票最高7200元,59,0,0,0,0,0,0,0
659,353,大安區,國立臺灣大學生醫工程館地下停車場,臺北市大安區臺北市大安區芳蘭路49號,25.0137848,121.5472138,立體式小型車117格(含身心障礙停車位3格)立體式機車495格(含身心障礙停車位10格),3366-3366,"計時:小型車40元/時，全程以半小時計費。月租:小型車全日7,000元/月，日間(07-18)5,500元/月，夜間(18-08)3,000元/月。計次:機車20元/次(隔日另計)",117,505,0,0,0,0,0,0
660,353-11,松山區,市民大道復敦段停車場,臺北市松山區復興南路-敦化南路(地下),25.0453199,121.5440383,大型車:0格，小型車:214格，機車:格,2779-0122,全日月票6500元，日間月票3600元(7-19)，夜間月票3000元(19-8) 周日至周四(8-12)計時30元，(12-23)計時40元，(23-8)計時10元 周五至周六(8-12)計時40元，(12-23)計時50元，(23-8)計時10元，全程以半小時計費。停放於充電格位之車位，每小時加收10元/時，依設備自動判斷未充電者每小時再加收10元(未充電者合計每小時加20元),219,0,0,0,0,0,0,0
661,354,大安區,國立臺灣大學芳蘭第一平面停車場,臺北市大安區台北市大安區芳蘭路71號(環境研究大樓),25.0119217,121.5447312,立體式小型車36格(含身心障礙停車位1格),3366-3366,"計時:40元/時，全程以半小時計費。月租:全日7,000元/月，日間(07-18)5,500元/月，夜間(18-08)3,000元/月",36,0,0,0,0,0,0,0
662,355,南港區,臺北市立聯合醫院忠孝院區停車場,臺北市南港區台北市南港區同德路87號地下2樓,25.0466039,121.5861594,建物附設立體式小型車20格(含身心障礙停車位1格)。,2788-8750-8813,"汽車計時：40元/時。全程以半小時計費。停車前30分鐘內離場免費，汽車月票：全日月租6,000元。",20,0,0,0,0,0,0,0
663,356,中正區,臺北市立聯合醫院和平婦幼院區停車場,臺北市中正區臺北市中正區福州街12號,25.0289778,121.5192052,建物附設一般平面式小型車8格(含身心障礙停車位1格)。,2788-8750-8813,"汽車計時：40元/時。全程以半小時計費。停車前30分鐘內離場免費，汽車月票：全日月租6,000元。",8,0,0,0,0,0,0,0
664,357,中正區,臺北市立聯合醫院和平院區停車場,臺北市中正區台北市中正區中華路2段33號,25.0354322,121.5070252,建物附設一般平面式小型車9格(含身心障礙停車位1格)。,0800-021-111,"計時：40元/時，全程以半小時計費；入場前30分鐘免費。月租：每月6,000元",11,0,0,0,0,1,0,0
665,358,大安區,臺北市立聯合醫院仁愛院區停車場,臺北市大安區台北市大安區仁愛路四段10號,25.037512,121.545224,建物附設平面式小型車41格(含身心障礙停車位1格)。,2252-5022,計時：40元/時，全程以半小時計費；入場前30分鐘免費。,61,0,0,0,2,1,0,0
666,358-10,北投區,歐特儀股份有限公司小油坑停車場,臺北市北投區竹子湖路69號；湖田段1小段403-3地號,25.176693,121.5468348,一般平面式大型車6格，一般平面式小型車62格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位2格)。一般平面式機車23格(含身心障礙停車位2格)。,2705-7716,計時：大型車60元/時，小型車30元/時，全程以半小時計費。機車計次20元。,64,24,0,6,0,0,0,0
667,359,大同區,臺北市立聯合醫院中興院區停車場,臺北市大同區台北市大同區鄭州路145號,25.0509696,121.5093209,建物附設平面式小型車80格(含身心障礙停車位3格)。,2788-8750,"1.汽車計時：40元/時,全程以半小時計費。2.停車30分鐘內離場免費。3.汽車月票：全日月租6,000元。",80,0,0,0,0,0,0,0
668,Jun-36,松山區,兄弟大飯店停車場,臺北市松山區南京東路3段255號地下2-3樓,25.0608856,121.5873887,建物附設立體式小型車62格(含身心障礙停車位1格，孕婦、育有6歲以下兒童停車位1格)。,2712-3456,計時：50元/半小時，停車未滿30分鐘以30分鐘計，停車逾30分鐘以上者，未滿15分鐘以15分鐘計。憑發票消費金額每500元可免費停車半小時。,63,0,0,0,0,0,0,0
669,360,士林區,臺北市立聯合醫院陽明院區停車場,臺北市士林區台北市士林區雨聲街105號,25.1050815,121.5319457,建物附設一般平面式小型車39格(含身心障礙停車位1格)。,0800-021-111,"計時：40元/時，入場前30分鐘免費，全程以半小時計費，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計，全程以半小時計費。月租：6,000元/月。",40,0,0,0,1,1,0,0
670,361,南港區,嘟嘟房南港展覽館停車場,臺北市南港區台北市南港區經貿二路1號B1,25.0564452,121.6179513,為立體停車場，計有620個小型車格(含身心障礙停車位13格)，1770個機車格(含身心障礙停車位36格)。,2655-0818,"小型車臨停:展覽期間60元/時，最高收費250元至無上限，非展覽期間30元/時，最高收費150元；逾晚間10時須另付過夜停車費300元。機車臨停:展覽期間30元/次，非展覽期間20元/次(隔日另計)。小型車月租:員工1,000元，協力廠商2,500元，非本館員工及協力廠商5,000元。機車月租:員工及協力廠商200元，非本館員工及協力廠商1,000元",633,0,0,0,12,13,0,0
671,362-13,中正區,南門市場停車場,臺北市中正區南海段一小段708、708-1、709、709-1地號； 金華街19-1號旁空地,25.0262784,121.5079274,大型車:0格，小型車:14格，機車:0格,2778-5756,計時:80元/時，全程以半小時計費。,15,0,0,0,0,0,0,0
672,365,大同區,全國停車場重慶站,臺北市大同區重慶北路2段171號2F-7F及屋突一層,25.0591489,121.5138798,計有481格小型停車格，564格機車格,2553-9533,"計時：小型車50元/時、機車20元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租：小型車全日5,000元/月、機車全日3,000元/月。",490,0,0,0,10,9,0,0
673,365-13,北投區,陽明山立體停車場,臺北市北投區湖山路(陽明山公園大門口旁),25.1942462,121.5609363,大型車:0格，小型車:209格，機車:350格,2655-0818,計時:周一至周五小型車20元/時，週六至周日、政府行政機關放假之紀念日及民俗節日小型車30元/時，全程以半小時計費。計次:機車20元/次。每日19時至翌日7時開放免費停車,214,355,0,0,0,0,0,0
674,371,南港區,捷運南港展覽館站轉乘停車場,臺北市南港區研究院路1段1號,25.0486776,121.616026,立體停車場，計有760個機車格,2246-1708,計次：平日20元/次，假日30元/次(隔日隔次另計，凌晨2時為基準)。月租：全日400元/月。,0,1071,0,0,0,0,0,0
675,372,松山區,八德立體停車場,臺北市松山區台北市松山區八德路四段568號,25.049667,121.5716712,建物附設立體式小型車310格(含身心障礙停車位8格)。建物附設立體式機車382格(含身心障礙停車位9格)。,8787-5224,周一至周四小型車計時40元，周五至周日、行政機關放假之紀念日、民俗日及政府機關彈性調整放假日小型車計時50元，全日月票4800元。 機車計時10元，當日當次最高最高收費上限20元；機車全日月票300元,310,382,0,0,6,0,0,7
676,373,內湖區,臺北市網球中心停車場,臺北市內湖區民權東路6段208號地上1層、地下1層,25.0675684,121.5969537,立體式小型車338格(含身心障礙停車位8格)。立體式機車526格(含身心障礙停車位11格)。,2627-5708,汽車:30元/時，全程以半小時計，月租汽車4000元。機車:20元/次(隔日另計),346,11,0,0,0,8,0,0
677,374,內湖區,康樂合署大樓地下停車場,臺北市內湖區康樂街150號地下室,25.0726326,121.6191733,無資訊,2633-7997,"計時：小型車30元/時、機車10元/時(當日當次最高收費20元，隔日另計)，全程以半小時計費。月租：小型車4,000元/月、機車300元/月。",53,31,0,0,1,0,0,1
678,374-10,松山區,市民大道敦延段停車場,臺北市松山區敦化南路-延吉街(地下),25.0466667,121.5535152,大型車:0格，小型車:212格，機車:格,2799-5657,全日月票6500元，日間月票3600元(7-19)，夜間月票3000元(19-8)，周一至周五計時30元(8-22)，夜間計時10元(22-8) 周六至周日計時30元(8-18)，計時40元(18-23)，夜間計時10元(23-8)，依設備自動判斷未充電者每小時再加收10元(未充電者合計每小時加收20元),222,0,0,0,0,0,0,0
679,375,北投區,臺北榮民總醫院第三門診停車場,臺北市北投區臺北市北投區石牌路2段201號地下B2、B3,25.1222532,121.5222656,立體式小型車120格(含身心障礙停車位5格)。,2875-7003,計時：40元/時(07-10、16-23)，第1小時60元/時，第2小時起70元/時(10-16)；20元/時(23-07)，進場未滿30分鐘免費，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。身心障礙者優惠停車:當日免費，翌日起半價優惠。,120,0,0,0,2,0,0,0
680,375-11,松山區,市民大道延吉段停車場,臺北市松山區延吉街兩側(地下),25.0466667,121.5535152,大型車:0格，小型車:79格，機車:格,2577-7710,全日月票6500元(原價7200元)，日間月票3600元(7-19)，夜間月票3000元(19-8) 周日至周四(8-12)計時30元，(12-23)計時40元，(23-8)計時10元 周五至周六(8-12)計時40元，(12-23)計時50元，(23-8)計時10元,81,0,0,0,0,0,0,0
681,376,北投區,臺北榮民總醫院地面停車場,臺北市北投區石牌路2段201號,25.1222532,121.5222656,計有323個小型車停車位，10個大型車停車位。,2875-7003,計時：40元/時，夜間20元/時(23-翌日07)，進場未滿30分鐘免費，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,334,0,0,0,6,11,0,0
682,377,北投區,臺北榮民總醫院二號門地下室停車場,臺北市北投區石牌路2段201號B1,25.1195539,121.5195959,立體式小型車366格(含身心障礙停車位8格)。,2875-7003,40元(07~23)/時，進場未滿30分鐘免費，20元(23~07)/時，停車逾1小時以上者，未滿半小時以半小時計費,374,0,0,0,7,8,0,0
683,378,北投區,臺北榮民總醫院立體停車場,臺北市北投區石牌路2段201號B2~地上10樓,25.1222532,121.5222656,為立面停車場，計有902個小型車格,2875-7003,計時：40元/時(07-23)，夜間20元/時(23~07)，進場未滿30分鐘免費，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。,949,0,0,0,0,47,0,0
684,379,中山區,民生建國大樓停車場,臺北市中山區民生東路3段2號及6號地下1樓至地下4樓,25.0792018,121.5427093,建物附設立體式小型車314格(含身心障礙停車位6格)。,2501-8606,"100元/時，停車未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計費，月租全日12,000元/月，日間10,000元",314,0,0,0,0,0,0,0
685,380,松山區,健安新城E區管理委員會,臺北市松山區臺北市松山區三民路35巷1號,25.0552072,121.5634499,立體式小型車85格(含身心障礙停車位1格),2528-7681,月租:4000元/月,86,0,0,0,0,1,0,0
686,381,南港區,嘟嘟房南港展覽館2站停車場,臺北市南港區台北市南港區經貿2路2號B1-B3,25.0563175,121.6158304,建物附設立體式小型車1290格(含身心障礙停車位32格，孕婦、育有6歲以下兒童停車位25格)。建物附設立體式機車1136格(含身心障礙停車位24格)。,2655-0818,"1.非展覽期：小型車30元/時，15分內離場免費，15分至1小時以1小時計，逾1小時以上者，每日最高收費150元，逾22時需付過夜停車費300元。2.展覽期：小型車60元/時，未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計，逾22時需付過夜停車費300元。3.展覽期：機車30元/次，非展覽期：機車20元/次[隔日另計]。4.員工/協力廠商小型車月租1,000/2,500元，員工/協力廠商機車月租200元。5.非本館員工及協力廠商小型車/機車月租5,000/1,000元。",1290,0,0,0,25,0,0,0
687,382,南港區,叭叭房南軟大樓停車場,臺北市南港區臺北市南港區經貿2路198號,25.0598316,121.6148053,立體式小型車137格(含身心障礙停車位3格)。,2655-0000,"臨停：100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。月租：10,000元/月。",137,0,0,0,0,0,0,0
688,383,中山區,嘟嘟房建國民生站停車場,臺北市中山區臺北市中山區建國北路2段96巷及建國北路2段96巷2弄巷弄口,25.0574033,121.5362613,建物附設一般平面式小型車84格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位2格)。,2655-0818,"計時：60元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：14,400元/月。",100,0,0,0,2,0,0,0
689,384,文山區,興隆D2區公共住宅地下停車場,臺北市文山區臺北市文山區興隆路4段105巷45號,24.9880192,121.5627731,建物附設小型車349格(含身心障礙停車位7格，孕婦、育有6歲以下兒童停車位7格)。建物附設立體式機車401格(含身心障礙停車位8格)。,2939-0056,小型車計時20元，全日月票3500元，全日一般里民月票2600元，全日所在里里民月票2400元 機車計時10元(當日當次最高收費上限20元，隔日另計)；月票300元,349,401,0,0,7,0,0,7
690,384-13,中正區,168停車聯盟-杭南二場停車場,臺北市中正區中正段二小段553、554、554-1、565、565-1、565-2、566、567地號； 杭州南路1段143巷4號空地,25.0194599,121.5160274,大型車:0格，小型車:30格，機車:0格,2754-6661#18,計時:100元/時，全程以半小時計費。月租:8000元/月。,31,0,0,0,0,0,0,0
691,385,文山區,永建國小地下停車場,臺北市文山區台北市文山區木柵路一段311巷1號,24.9893347,121.5559325,建物附設立體式小型車211格(含身心障礙停車位5格)。建物附設立體式機車83格(含身心障礙停車位2格)。,2959-9991#333,"計時：小型車(大型重機比照小型車收費)20元/時，機車10元/時 (最高收費上限20元，隔日另計)，全程以半小時計費。月租：小型車全日3,500元/月，機車300元/月。",211,83,0,0,5,0,0,2
692,386,中正區,嘟嘟房台大水源站停車場,臺北市中正區臺北市中正區思源街16號B1、B2,25.0137039,121.5283471,立體式小型車343格(含身心障礙停車位2格)。立體式機車3134格(含身心障礙停車位62格)。,2655-0818,"計時：小型車100元/時，機車10元/時，當日當次收費上限50元，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：小型車6,000元/月；機車500元/月。",495,0,0,0,3,7,0,0
693,387,南港區,南港二期室內停車場,臺北市南港區臺北市南港區園區街3號1樓,25.0584861,121.6118825,建物附設立體式小型車229格(含身心障礙停車位4格),2655-7585#236,"計時：100元/時，全程以半小時計費。月租：12,000元/月。",235,0,0,0,0,4,0,0
694,388,大安區,建國南路高架橋下E區,臺北市大安區建國南路橋下(信義路),25.0337085,121.5377767,計有52個小型車停車格(含身心障礙停車位1格),2708-5428,計時(以半小時為計費單,52,0,0,0,0,0,0,0
695,389,大安區,建國南路高架橋下F區,臺北市大安區建國南路橋下(建國南路一段341號),25.034544,121.5382331,計有175個小型車停車格(含身心障礙停車位4格),2708-5428,計時(以半小時為計費單位),175,0,0,0,0,0,0,0
696,3905,中山區,基隆河大佳網球場平面停車場,臺北市中山區自基隆河10號水門至大佳網球場,25.0747884,121.5315181,大型車:格，小型車:49格，機車:格,無資訊,小型車周一至周五計時20元(當日當次最高收費上限60元，隔日另計)，週六至周日計時20元(當日當次最高收費上限100元，隔日另計) (此場由基隆河大佳段河濱公園停車場分出),49,0,0,0,0,0,0,0
697,3906,中正區,中山南路2巷臨時平面停車場,臺北市中正區中山南路2巷,25.0451998,121.5182682,大型車:格，小型車:格，機車:98格,無資訊,計次20元,0,98,0,0,0,0,0,0
698,391,大安區,建國南路高架橋下G區,臺北市大安區建國南路橋下(建國南路一段252巷),25.0370547,121.5373028,計有84個小型車停車格(含身心障礙停車位2格),2708-5428,計時(以半小時為計費單位)：,84,0,0,0,0,0,0,0
699,392,大安區,建國南路高架橋下H區,臺北市大安區建國南路橋下(仁愛路),25.0386304,121.5355941,計有218個小型車停車格(含身心障礙停車位4格),2708-5428,計時(以半小時為計費單位,218,0,0,0,0,0,0,0
700,393,大安區,建國南路高架橋下I區,臺北市大安區建國南路橋下(濟南路),25.0337085,121.5377767,計有92個小型車停車格(含身心障礙停車位4格),2708-5428,計時(以半小時為計費單位)：,92,0,0,0,0,0,0,0
701,394,士林區,叭叭房聖賢大樓停車場,臺北市士林區臺北市士林區士商路51、53、55、57號地下1、2樓,25.0910358,121.5200947,立體小型車55格(含身心障礙停車位2格),2655-0000,"計以:100元/時，停車未滿1小時以1小時計，逾1小時以上者、未滿半小時以半小時計。月租:全日10,000/月",55,1,0,0,0,0,0,0
702,395,內湖區,叭叭房亞太A區停車場,"臺北市內湖區舊宗路2段189號B2、B3

",25.0721401,121.5744093,建物附設立體式小型車106格，機械式小型車48格(含身心障礙停車位5格),2655-0000,50元/時，未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計。月租：6000元/月,154,0,0,0,0,0,0,0
703,396,內湖區,叭叭房亞太C區停車場,臺北市內湖區臺北市內湖區瑞湖街88號B2、B3、B4,25.0723675,121.5759144,建物附設立體式小型車206格，機械式小型車61格(含身心障礙停車位6格),2655-0000,50元/時，停車逾1小時以上者，未滿半小時以半小時計費，6000/月,267,0,0,0,0,0,0,0
704,397,士林區,叭叭房新光醫院地下停車場,臺北市士林區台北市士林區文昌路95號,25.0964181,121.5209269,"建物附設 立體式小型車82格(含身心障礙停車位4格,孕婦、育有六歲以下兒童停車位2格)",2655-0000,"80元/時，全程以半小時計。月租10,000元。",84,0,0,0,0,2,0,0
705,398,松山區,叭叭房大台北瓦斯大樓地下停車場,臺北市松山區光復北路11巷33、35號地下3層,25.0499122,121.5594295,建物附設立體式小型車102格(含身心障礙停車位5格),2655-0000,"計時：30元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日10,000元。",107,0,0,0,0,0,0,0
706,4月10日,信義區,台北世界貿易中心國際貿易大樓地下停車場,臺北市信義區基隆路1段333號B1~B3,25.0414827,121.5646022,大型車:0格，小型車:56格，機車:0格,27576834、27576925,150元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,64,0,0,0,0,0,0,0
707,402,松山區,臺北體育館地下停車場,臺北市松山區南京東路4段10號地下1、2樓,25.0607545,121.5873832,立體式小型車154格(含身心障礙4格、親子格位2格),0800-021-111,"計時：日間(08-20)40元/時,夜間(20-08)30元/時。當日上限最高230元。月租:全日4,500元、日間(07-19)3,500元、夜間(18-08)3,000元;大型重機:計時比照小型車收費;全日月票2,000元",151,0,0,0,2,4,0,1
708,402-13,中山區,德惠街停車場,臺北市中山區中山段一小段133、134地號 德惠街5-1號旁空地,25.052685,121.520391,建物附設一般平面式小型車10格(含身心障礙停車位1格)。,2778-5756,"計時：100元/時，全程以半小時計。月租:5,000元/月",11,0,0,0,0,0,0,0
709,403,士林區,波力停車場,臺北市士林區士林區光華段二小段70、70-1地號；文林路437號旁空地,25.0947607,121.5245804,一般平面式小型車36格(含身心障礙停車位1格)。,2792-9933,計時：80元/時，全程以半小時計費,36,0,0,0,0,0,0,0
710,404,中正區,城中社福地下停車場,臺北市中正區台北市中正區延平南路125號,25.0386859,121.5087811,建物附設立體式小型車42格(含身心障礙停車位1格)。建物附設立體式機車92格(含身心障礙停車位2格)。,2655-0818,一、計時：小型車60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、計次：機車20元/次。三、月租：機車500元/月。,42,0,0,0,0,0,0,0
711,405,信義區,遠東百貨信義分公司停車場,臺北市信義區台北市信義區松仁路58號,25.0359698,121.5678169,建物附設立體式小型車293格(含身心障礙停車位6格，孕婦、育有6歲以下兒童停車位6格)。建物附設立體式機車362格(含身心障礙停車位11格)。,7750-0888,汽車100元/時。機車:20元/時，入場前30分鐘免費。停車未滿1小時以1小時計，停車逾1小時以上，以半小時計費。,293,362,0,0,0,0,0,0
712,406,信義區,景勤二號公園地下停車場,臺北市信義區臺北市信義區信安街49號,25.026725,121.558242,建物附設立體式小型車219格(含身心障礙停車位5格，孕婦、育有6歲以下兒童停車位5格)。建物附設立體式機車102格(含身心障礙停車位3格)。,2944-1489,小型車計時30元，全日月票5000元 機車計時10元(當日當次最高收費上限20元，隔日另計)；月票300元,214,0,0,0,5,0,0,0
